,Date,Time,Avg_Temp,S1_Light,S2_Light,S3_Light,S4_Light,Avg_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
70,2017/12/22,41125,25.2175,124,37,64,49,0.28203269580205964,445,0.857692307692,0,0,1
71,2017/12/22,41156,25.2025,124,37,65,49,0.10583005244258363,445,0.903846153846,1,0,1
72,2017/12/22,41187,25.2175,123,37,64,49,0.12727922061357855,450,0.984615384615,1,0,1
73,2017/12/22,41248,25.2975,123,31,61,46,0.2980023577774132,450,1.1,1,1,1
74,2017/12/22,41279,25.375,124,29,62,46,0.2750367694843287,450,1.10384615385,1,1,1
75,2017/12/22,41309,25.33,150,187,63,49,0.2644124564131294,450,1.08846153846,1,1,2
76,2017/12/22,41340,25.345,153,216,63,49,0.32965992211546996,450,1.00384615385,1,1,2
77,2017/12/22,41371,25.3625,155,234,63,49,0.418195399713426,450,0.896153846154,1,1,2
78,2017/12/22,41401,25.345,156,239,64,50,0.21376304319311942,445,0.719230769231,0,1,2
79,2017/12/22,41432,25.345,157,241,67,53,0.2045895869122197,445,0.623076923077,0,1,2
80,2017/12/22,41462,25.3625,157,242,68,54,0.34825622425673036,450,0.611538461538,0,1,2
81,2017/12/22,41493,25.36,157,242,69,54,0.3376128771095677,450,0.538461538462,0,1,2
82,2017/12/22,41524,25.3475,158,243,70,54,0.4161162877389142,455,0.646153846154,1,0,2
83,2017/12/22,41554,25.36,157,242,67,53,0.2885249062959204,455,0.696153846154,1,0,2
84,2017/12/22,41585,25.33,157,242,68,53,0.18011648495789215,450,0.688461538462,0,0,2
85,2017/12/22,41616,25.3475,157,241,68,53,0.4840690593283906,450,0.623076923077,1,0,2
86,2017/12/22,41646,25.3475,157,241,68,53,0.32550829651467006,445,0.45,1,0,2
87,2017/12/22,41677,25.3625,157,240,69,54,0.44732312258786455,450,0.361538461538,1,0,2
88,2017/12/22,41708,25.3775,157,240,70,54,0.20624795298452395,450,0.311538461538,1,0,2
89,2017/12/22,41738,25.3775,157,239,70,54,0.4859222088155376,450,0.303846153846,1,0,2
90,2017/12/22,41769,25.3775,156,239,70,54,0.4505678132781593,460,0.384615384615,1,0,2
91,2017/12/22,41799,25.392500000000002,157,239,70,54,0.30215173919902144,460,0.453846153846,0,0,2
92,2017/12/22,41953,25.3925,155,236,70,53,0.4112375120901117,475,0.65,1,1,2
93,2017/12/22,41983,25.4075,155,236,68,53,0.35016041446421003,480,0.819230769231,1,1,2
94,2017/12/22,42014,25.3925,155,237,69,54,0.26990735973932434,480,0.957692307692,0,1,2
95,2017/12/22,42045,25.4225,155,236,69,54,0.3785758084677633,485,1.16153846154,1,1,2
96,2017/12/22,42075,25.4375,155,236,70,54,0.14630255907532486,490,1.38076923077,0,1,2
97,2017/12/22,42106,25.4225,155,237,71,55,0.24453764984638576,500,1.70769230769,1,1,2
98,2017/12/22,42136,25.4375,155,237,71,55,0.4285202763454484,500,1.99615384615,1,1,2
99,2017/12/22,42167,25.4375,155,235,72,54,0.4301998116323968,500,2.24615384615,0,0,2
100,2017/12/22,42198,25.455,155,236,71,54,0.6553070574965102,500,2.45769230769,1,0,2
101,2017/12/22,42228,25.4375,155,235,71,54,0.6316895126163518,510,2.72307692308,1,1,2
102,2017/12/22,42259,25.4525,155,235,70,54,0.3564763816608389,510,2.94230769231,1,0,2
103,2017/12/22,42290,25.4375,155,234,70,54,0.15305711595007307,515,3.11153846154,0,0,2
104,2017/12/22,42320,25.455000000000002,155,234,70,54,0.37350346534639056,515,3.22692307692,1,0,2
105,2017/12/22,42351,25.47,155,235,71,55,0.2824849453139445,515,3.33846153846,0,0,2
106,2017/12/22,42382,25.487499999999997,155,235,72,55,0.18328841324537296,520,3.44615384615,0,1,2
107,2017/12/22,42412,25.47,155,235,71,55,0.24784017170697906,525,3.59615384615,1,1,2
108,2017/12/22,42443,25.47,155,234,73,56,0.2800692163127526,530,3.73846153846,1,1,2
109,2017/12/22,42473,25.4525,155,234,72,55,0.23806315998928007,540,3.86538461538,1,1,2
110,2017/12/22,42504,25.47,155,235,73,56,0.22425445070218586,540,3.92307692308,1,0,2
111,2017/12/22,42535,25.47,155,234,73,56,0.1730417484175297,545,3.90769230769,1,0,2
112,2017/12/22,42565,25.485,155,234,73,56,0.1565475704577158,545,3.86538461538,1,0,2
113,2017/12/22,42596,25.5475,155,234,74,56,0.15029910417703773,545,3.75,0,0,2
114,2017/12/22,42627,25.515,155,233,73,56,0.07968565207460511,550,3.60769230769,0,0,2
115,2017/12/22,42657,25.485,155,233,73,56,0.12573076674740635,550,3.48846153846,0,0,2
116,2017/12/22,42688,25.515,155,233,73,56,0.23482642375515958,550,3.3,0,1,2
117,2017/12/22,42719,25.515,155,233,74,56,0.26801315598538383,555,3.23846153846,1,1,2
118,2017/12/22,42749,25.515,155,233,74,57,0.3357874056204125,555,3.16538461538,1,0,2
119,2017/12/22,42780,25.53,155,233,74,57,0.22183638294368,555,3.03461538462,1,1,2
120,2017/12/22,42810,25.53,155,233,75,57,0.21076115781925053,555,2.89615384615,1,1,2
121,2017/12/22,42841,25.5475,155,232,74,57,0.19316712043659676,560,2.8,1,1,1
122,2017/12/22,42872,25.5325,155,233,74,56,0.2238523604196976,560,2.75,1,0,1
123,2017/12/22,42902,25.5475,155,233,74,56,0.14483154685151656,560,2.65384615385,1,0,2
124,2017/12/22,42933,25.5325,155,232,75,58,0.6440401047437717,560,2.51153846154,1,1,2
125,2017/12/22,42964,25.5625,155,232,75,58,0.4001993821258354,565,2.36923076923,1,1,2
126,2017/12/22,42994,25.5475,155,232,75,58,0.3816849349681673,570,2.32307692308,1,1,2
127,2017/12/22,43025,25.5475,151,232,75,58,0.6331589132350662,570,2.23076923077,1,1,2
128,2017/12/22,43056,25.61,155,239,75,58,0.77731510234149,570,2.14230769231,1,1,2
129,2017/12/22,43086,25.72,156,243,75,58,0.8910370225526274,580,2.10384615385,1,1,2
130,2017/12/22,43117,25.8275,155,242,75,57,0.5287728390402322,580,2.01538461538,1,1,2
131,2017/12/22,43147,25.827499999999997,155,242,75,56,0.4368886410139801,585,1.97307692308,1,1,2
132,2017/12/22,43178,25.875,155,238,74,57,0.39594822642196226,590,1.97692307692,1,1,2
133,2017/12/22,43209,25.89,155,243,73,56,0.34770017161647354,585,1.93461538462,1,1,2
134,2017/12/22,43239,25.9225,156,243,71,57,0.14865992652526783,590,1.99615384615,0,0,2
135,2017/12/22,43270,25.9375,156,243,74,58,0.08302695451385432,590,2.01923076923,0,0,2
136,2017/12/22,43301,26.015,156,244,75,58,0.06513555624326306,600,2.14615384615,0,0,2
137,2017/12/22,43331,26.03,157,244,75,58,0.060615465140298704,600,2.23076923077,0,0,2
138,2017/12/22,43362,26.044999999999998,157,244,75,58,0.07706942949034332,595,2.22692307692,0,0,2
139,2017/12/22,43392,26.0925,156,244,75,58,0.14983305483318307,605,2.32692307692,1,0,2
140,2017/12/22,43423,26.125,157,244,75,59,0.20907308419911344,595,2.29230769231,1,0,2
141,2017/12/22,43454,26.0925,157,244,77,59,0.0964114102733582,595,2.22307692308,0,0,2
142,2017/12/22,43484,26.03,157,244,76,59,0.14847696011519296,590,2.12307692308,1,0,2
143,2017/12/22,43515,26.03,156,244,75,59,0.10885334443589181,590,1.99615384615,1,0,2
144,2017/12/22,43546,26.044999999999998,157,244,76,59,0.22247846312491837,590,1.84230769231,1,0,2
145,2017/12/22,43576,25.985,157,244,77,59,0.20268002322105516,590,1.66153846154,1,0,2
146,2017/12/22,43607,25.985,157,244,76,59,0.12109600416140365,595,1.55,1,0,2
147,2017/12/22,43638,25.985,157,244,76,59,0.17459694789203,595,1.41153846154,1,0,2
148,2017/12/22,43668,26.002499999999998,157,244,76,59,0.22458159154362367,595,1.24615384615,0,0,2
149,2017/12/22,43699,26.02,157,244,77,59,0.11524567745779966,600,1.1,1,0,2
150,2017/12/22,43729,26.0175,157,244,76,59,0.05692425097622217,610,1.06538461538,0,0,2
151,2017/12/22,43760,26.002499999999998,157,244,78,60,0.07745966692414834,605,1.0,0,0,2
152,2017/12/22,43791,26.0175,157,245,79,60,0.20399141678648955,610,0.953846153846,1,0,2
153,2017/12/22,43821,26.0475,156,244,79,60,0.2651027012854874,615,0.923076923077,1,0,2
154,2017/12/22,43852,26.0325,156,244,79,60,0.2726526939600722,615,0.957692307692,1,0,2
155,2017/12/22,43883,26.0475,157,244,79,60,0.3449381852339641,620,1.01153846154,0,0,2
156,2017/12/22,43913,26.0325,157,243,80,61,0.40282309708911784,625,1.13076923077,1,1,2
157,2017/12/22,43944,26.0475,156,244,80,60,0.5713713639264814,630,1.31538461538,1,1,2
158,2017/12/22,43975,26.0975,156,244,78,60,0.36701453094375147,630,1.41923076923,1,0,2
159,2017/12/22,44005,26.0825,157,244,79,60,0.3137941134813981,630,1.53846153846,1,0,2
160,2017/12/22,44036,26.1425,157,244,78,59,0.4003196167152268,630,1.62692307692,1,1,2
161,2017/12/22,44066,26.189999999999998,156,241,77,59,0.5125932882471077,625,1.73846153846,0,1,2
162,2017/12/22,44097,26.2525,156,240,76,59,0.364499555881931,625,1.83076923077,0,0,2
163,2017/12/22,44128,26.2225,156,244,77,59,0.41851920909021567,630,1.9,0,1,2
164,2017/12/22,44158,26.22,156,243,77,59,0.37607798289723765,630,2.04230769231,1,0,2
165,2017/12/22,44189,26.175,156,240,79,60,0.43367159280246853,625,2.01923076923,1,1,2
166,2017/12/22,44220,26.1575,156,241,79,60,0.3162024647592032,635,2.06538461538,1,1,2
167,2017/12/22,44250,26.1425,155,239,79,59,0.39339310348997436,635,2.03076923077,1,1,2
168,2017/12/22,44281,26.205000000000002,155,242,77,60,0.4734183827675231,635,1.96153846154,1,1,2
169,2017/12/22,44312,26.205,156,243,78,60,0.3798604622331894,630,1.81153846154,1,1,2
170,2017/12/22,44342,26.267500000000002,156,243,79,61,0.4547792879096616,635,1.67692307692,1,0,2
171,2017/12/22,44373,26.2525,157,244,80,61,0.17923119967135898,635,1.55769230769,1,0,2
172,2017/12/22,44403,26.2525,156,244,80,62,0.18802714609963894,635,1.40769230769,1,0,2
173,2017/12/22,44434,26.267500000000002,155,243,80,59,0.17853150972504608,635,1.22692307692,1,0,2
174,2017/12/22,44465,26.267500000000002,155,242,78,59,0.20919607565426537,640,1.11153846154,1,0,2
175,2017/12/22,44495,26.2525,155,242,77,60,0.08529134417858171,645,1.11153846154,0,0,2
176,2017/12/22,44526,26.235,156,244,80,61,0.2615540584773027,650,1.08076923077,1,0,2
177,2017/12/22,44557,26.2375,156,244,81,63,0.30047885228196686,645,1.01923076923,1,0,2
178,2017/12/22,44618,26.2375,157,244,82,63,0.29388205156855635,650,1.02692307692,0,0,2
179,2017/12/22,44649,26.2825,156,243,81,63,0.3592983629593149,640,0.915384615385,0,0,2
180,2017/12/22,44679,26.2975,157,244,81,62,0.22807723958027862,640,0.834615384615,1,0,2
181,2017/12/22,44710,26.315,157,244,80,62,0.7092560140702333,645,0.834615384615,1,0,2
182,2017/12/22,44740,26.36,156,244,80,61,0.16963192252602785,645,0.869230769231,0,0,2
183,2017/12/22,44771,26.345,156,244,80,61,0.17977323438921225,640,0.846153846154,0,0,2
184,2017/12/22,44802,26.36,156,243,80,60,0.061601405764820455,645,0.861538461538,0,0,2
185,2017/12/22,44832,26.330000000000002,155,242,79,60,0.0640217174588736,640,0.819230769231,0,0,2
186,2017/12/22,44863,26.345,155,242,78,60,0.0859603471419495,645,0.765384615385,0,0,2
187,2017/12/22,44894,26.2825,156,242,79,62,0.08550809648315394,645,0.696153846154,0,0,2
188,2017/12/22,44924,26.330000000000002,156,244,81,62,0.14957224783092984,640,0.615384615385,1,0,2
189,2017/12/22,44955,26.330000000000002,156,243,80,61,0.24767907953757137,640,0.526923076923,1,0,2
190,2017/12/22,44986,26.315,155,242,190,60,0.33442798351960157,645,0.426923076923,1,0,2
191,2017/12/22,45016,26.330000000000002,156,244,190,64,0.5701133479009496,645,0.411538461538,1,1,3
192,2017/12/22,45047,26.39,158,245,205,65,0.6821909534349535,650,0.434615384615,1,1,3
193,2017/12/22,45077,26.405,159,246,214,66,0.4976377114462124,645,0.4,1,1,3
194,2017/12/22,45108,26.4225,159,246,220,63,0.8994411807106305,655,0.4,1,1,3
195,2017/12/22,45139,26.42,159,244,224,65,0.8596259052472516,655,0.430769230769,1,1,3
196,2017/12/22,45169,26.39,159,247,224,64,1.1871497757265375,660,0.492307692308,1,1,3
197,2017/12/22,45200,26.3425,158,244,222,65,0.48984478257304787,660,0.534615384615,1,1,3
198,2017/12/22,45231,26.405,158,244,217,65,0.6198776953446689,655,0.511538461538,1,1,3
199,2017/12/22,45261,26.485,159,245,217,65,0.7433529545278453,660,0.569230769231,1,1,2
200,2017/12/22,45292,26.4525,159,245,216,65,0.3262722144912049,665,0.707692307692,1,0,2
201,2017/12/22,45322,26.4375,160,244,216,65,0.27853815430058076,665,0.880769230769,1,1,2
202,2017/12/22,45353,26.4975,160,244,223,67,0.8678406741824226,670,1.03846153846,1,1,3
203,2017/12/22,45384,26.4825,160,244,225,68,0.6334703914265828,680,1.31923076923,1,1,3
204,2017/12/22,45414,26.515,160,244,224,67,0.8246749770236628,675,1.43076923077,1,1,3
205,2017/12/22,45445,26.515,160,244,224,67,0.8400076934479164,675,1.51538461538,1,1,3
206,2017/12/22,45476,26.5325,160,243,215,66,1.9890721625753867,675,1.62307692308,1,1,3
207,2017/12/22,45506,26.564999999999998,160,243,223,65,1.872203420049937,675,1.70769230769,1,1,3
208,2017/12/22,45537,26.5475,160,243,222,66,0.4972819162780603,685,1.81153846154,1,1,3
209,2017/12/22,45568,26.564999999999998,159,243,222,66,0.7521737315096526,690,1.97692307692,1,1,3
210,2017/12/22,45598,26.5625,159,243,224,67,2.8692660944432955,690,2.05769230769,1,1,3
211,2017/12/22,45629,26.5475,160,244,223,67,0.7221912208836462,695,2.19615384615,1,1,3
212,2017/12/22,45659,26.5475,160,244,223,67,0.7382393759076203,695,2.29615384615,1,1,3
213,2017/12/22,45690,26.5625,160,243,221,66,0.4678351069095313,700,2.35384615385,1,0,3
214,2017/12/22,45721,26.5475,159,246,221,66,0.7066378141817576,695,2.31923076923,1,1,3
215,2017/12/22,45751,26.515,160,247,221,66,0.4693972164892137,695,2.29230769231,1,1,3
216,2017/12/22,47283,26.455,163,249,229,70,0.7169233875008738,810,3.28846153846,1,1,3
217,2017/12/22,47314,26.439999999999998,164,249,229,70,0.9709603166548956,810,4.20769230769,1,1,3
218,2017/12/22,47344,26.439999999999998,163,249,228,70,0.42690683344682795,810,4.95384615385,1,1,3
219,2017/12/22,47375,26.4075,163,249,229,70,0.6113136908820791,815,5.71923076923,1,1,3
220,2017/12/22,47406,26.439999999999998,163,248,229,70,1.716429830093098,815,6.36153846154,1,1,3
221,2017/12/22,47436,26.47,163,247,228,70,0.3930984268012043,815,6.93076923077,1,1,3
222,2017/12/22,47467,26.455,162,247,228,70,0.5959753104719021,815,7.38076923077,1,1,3
223,2017/12/22,47498,26.5175,162,248,228,70,1.2432981473958244,820,7.70769230769,0,1,3
224,2017/12/22,47528,26.439999999999998,162,247,228,70,1.124908531067406,835,8.09615384615,1,0,3
225,2017/12/22,47559,26.455,162,247,227,70,3.0581190683980584,840,8.44615384615,1,1,3
226,2017/12/22,47589,26.47,162,249,227,70,1.5526149020488489,840,8.66153846154,1,1,3
227,2017/12/22,47620,26.5175,161,249,228,70,0.5219764983934168,845,8.83846153846,1,1,3
228,2017/12/22,47651,26.47,162,249,228,70,0.3592192142466542,845,8.98076923077,1,1,3
229,2017/12/22,47681,26.455,163,249,228,69,0.41309300655132414,845,8.94615384615,1,1,3
230,2017/12/22,47712,26.455,162,246,227,70,0.7487960373826538,845,8.78076923077,1,0,3
231,2017/12/22,47743,26.502499999999998,162,249,226,69,0.7752619647598225,840,8.43846153846,1,1,3
232,2017/12/22,47773,26.439999999999998,163,250,226,70,0.5363678389436172,840,7.96923076923,1,1,3
233,2017/12/22,47804,26.439999999999998,163,252,227,70,0.12172184414459761,845,7.51923076923,0,0,3
234,2017/12/22,47835,26.439999999999998,164,251,228,70,0.20002499531386672,850,7.04230769231,1,1,3
235,2017/12/22,47865,26.47,163,252,221,70,0.9930937851228543,855,6.48846153846,1,1,3
236,2017/12/22,47896,26.47,164,252,225,70,0.9662480188393529,850,5.81153846154,1,1,3
237,2017/12/22,47957,26.44,163,247,269,69,1.2140380672010405,850,5.01538461538,1,1,3
238,2017/12/22,47988,26.4225,163,249,267,69,0.9777663788790959,845,4.10384615385,0,1,3
239,2017/12/22,48018,26.4075,163,248,267,68,0.7284669602814239,845,3.03076923077,1,1,3
240,2017/12/22,48049,26.3925,163,251,266,70,0.7558759191103883,850,1.88846153846,1,1,3
241,2017/12/22,48080,26.4075,164,251,267,69,1.091481051611164,855,1.82307692308,1,1,3
242,2017/12/22,48110,26.4075,163,252,267,70,1.0157526563702435,855,1.72307692308,1,1,3
243,2017/12/22,48141,26.4075,164,252,270,70,0.6754234873910585,860,1.63461538462,1,1,3
244,2017/12/22,48172,26.47,164,253,261,70,0.6231295884847133,855,1.51153846154,0,1,3
245,2017/12/22,48202,26.4525,164,253,272,71,0.3186397275443314,860,1.40384615385,1,1,3
246,2017/12/22,48233,26.4375,165,254,274,72,0.2760791236174346,860,1.26153846154,1,1,3
247,2017/12/22,48263,26.455,164,253,272,71,0.41469812273308926,860,1.08461538462,1,1,3
248,2017/12/22,48294,26.47,165,254,272,70,0.5593843490157231,860,0.923076923077,1,1,3
249,2017/12/22,48325,26.47,164,253,270,70,0.10071724639967382,860,0.880769230769,0,1,3
250,2017/12/22,48355,26.485,164,252,268,70,0.13067631524078588,865,0.915384615385,0,0,3
251,2017/12/22,48386,26.4525,163,252,268,70,0.07784409395077604,865,0.930769230769,1,0,3
252,2017/12/22,48417,26.4525,164,252,268,70,0.09451499655425545,865,0.976923076923,1,0,3
253,2017/12/22,48447,26.4375,163,252,266,69,0.08206694399204283,875,1.1,0,0,3
254,2017/12/22,48478,26.4225,163,252,267,70,0.0986321915279806,880,1.24615384615,0,0,3
255,2017/12/22,48508,26.4525,164,251,267,70,0.06852548980306203,875,1.31923076923,0,1,3
256,2017/12/22,48539,26.4525,162,247,254,69,1.2517985784138441,880,1.36538461538,1,1,3
257,2017/12/22,48570,26.439999999999998,163,253,268,70,0.9552967670724947,885,1.42692307692,1,1,2
258,2017/12/22,48600,26.424999999999997,164,253,269,70,0.7351731529585978,885,1.50384615385,1,1,2
259,2017/12/22,48631,26.439999999999998,165,254,270,71,0.5251085669019554,875,1.50769230769,1,1,2
260,2017/12/22,48662,26.4225,165,254,272,73,0.6115395226242556,870,1.49615384615,0,1,2
261,2017/12/22,48723,26.4225,165,254,274,73,0.6131840513364964,875,1.46923076923,1,1,2
262,2017/12/22,48754,26.4225,165,254,280,72,0.46851758152731177,870,1.37692307692,1,1,2
263,2017/12/22,48784,26.4225,165,254,275,70,0.5428971419767754,870,1.21923076923,0,1,2
264,2017/12/22,48815,26.3925,165,254,275,70,1.1626571707516782,870,1.04230769231,1,1,2
265,2017/12/22,48845,26.4225,165,254,276,71,0.5468391369064495,865,0.85,1,0,2
266,2017/12/22,48876,26.4225,165,254,276,71,1.002915797380639,870,0.742307692308,1,1,2
267,2017/12/22,48907,26.4225,165,254,275,72,0.7036995475791272,870,0.623076923077,0,1,2
268,2017/12/22,48937,26.3925,165,254,278,73,0.5243501549722545,865,0.496153846154,0,1,2
269,2017/12/22,48968,26.4075,165,255,278,72,0.7050115217309761,860,0.269230769231,1,1,2
270,2017/12/22,48999,26.4225,165,254,278,72,0.8981631083092944,840,-0.0961538461538,1,1,2
271,2017/12/22,49029,26.39,165,254,250,71,0.3381055357422382,845,-0.4,1,1,2
272,2017/12/22,49060,26.405,165,254,275,71,0.7547846851990658,850,-0.646153846154,0,1,2
273,2017/12/22,49091,26.375,165,254,276,73,0.8255542296376926,860,-0.792307692308,0,1,2
274,2017/12/22,49121,26.39,164,247,279,72,1.0396984702324692,865,-0.892307692308,1,1,3
275,2017/12/22,49152,26.375,165,256,278,72,1.3046358806064877,870,-0.9,1,1,3
276,2017/12/22,49182,26.36,165,254,278,72,1.2051821051643412,870,-0.911538461538,1,1,3
277,2017/12/22,49213,26.375,165,254,276,72,0.8408871862636235,885,-0.788461538462,1,1,3
278,2017/12/22,49244,26.375,165,257,279,72,1.8564161346348276,890,-0.534615384615,1,1,2
279,2017/12/22,49274,26.405,164,258,279,72,0.32931605850007206,895,-0.196153846154,1,1,2
280,2017/12/22,49305,26.4225,165,256,279,72,0.4246171810181503,895,0.0807692307692,1,1,3
281,2017/12/22,49336,26.4225,165,255,279,72,0.22178598505257943,890,0.346153846154,0,1,3
